state0_sensors,state0_camera_c,state0_camera_l,state0_camera_r,action,state1_sensors,state1_camera_c,state1_camera_l,state1_camera_r,time
"{'right': False, 'center': False, 'left': False}",images/img65.jpg,images/img61.jpg,images/img66.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img64.jpg,images/img62.jpg,images/img63.jpg,2018-02-09 12:32:22.047655
"{'right': False, 'center': False, 'left': False}",images/img71.jpg,images/img67.jpg,images/img72.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img70.jpg,images/img68.jpg,images/img69.jpg,2018-02-09 12:32:23.425090
"{'right': False, 'center': False, 'left': False}",images/img77.jpg,images/img73.jpg,images/img78.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img76.jpg,images/img74.jpg,images/img75.jpg,2018-02-09 12:32:24.457080
"{'right': False, 'center': False, 'left': False}",images/img83.jpg,images/img79.jpg,images/img84.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img82.jpg,images/img80.jpg,images/img81.jpg,2018-02-09 12:32:25.112341
"{'right': False, 'center': False, 'left': False}",images/img89.jpg,images/img85.jpg,images/img90.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img88.jpg,images/img86.jpg,images/img87.jpg,2018-02-09 12:32:25.749175
"{'right': False, 'center': False, 'left': False}",images/img95.jpg,images/img91.jpg,images/img96.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img94.jpg,images/img92.jpg,images/img93.jpg,2018-02-09 12:32:26.427575
"{'right': False, 'center': False, 'left': False}",images/img101.jpg,images/img97.jpg,images/img102.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img100.jpg,images/img98.jpg,images/img99.jpg,2018-02-09 12:32:27.092760
"{'right': False, 'center': False, 'left': False}",images/img107.jpg,images/img103.jpg,images/img108.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img106.jpg,images/img104.jpg,images/img105.jpg,2018-02-09 12:32:27.831530
"{'right': False, 'center': False, 'left': False}",images/img113.jpg,images/img109.jpg,images/img114.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img112.jpg,images/img110.jpg,images/img111.jpg,2018-02-09 12:32:28.494210
"{'right': False, 'center': False, 'left': False}",images/img119.jpg,images/img115.jpg,images/img120.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img118.jpg,images/img116.jpg,images/img117.jpg,2018-02-09 12:32:29.298303
"{'right': False, 'center': False, 'left': False}",images/img125.jpg,images/img121.jpg,images/img126.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img124.jpg,images/img122.jpg,images/img123.jpg,2018-02-09 12:32:38.761761
"{'right': False, 'center': False, 'left': False}",images/img131.jpg,images/img127.jpg,images/img132.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img130.jpg,images/img128.jpg,images/img129.jpg,2018-02-09 12:32:42.565759
"{'right': False, 'center': False, 'left': False}",images/img137.jpg,images/img133.jpg,images/img138.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img136.jpg,images/img134.jpg,images/img135.jpg,2018-02-09 12:32:43.114059
"{'right': False, 'center': False, 'left': False}",images/img143.jpg,images/img139.jpg,images/img144.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img142.jpg,images/img140.jpg,images/img141.jpg,2018-02-09 12:32:45.562660
"{'right': False, 'center': False, 'left': False}",images/img149.jpg,images/img145.jpg,images/img150.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img148.jpg,images/img146.jpg,images/img147.jpg,2018-02-09 12:32:48.166026
"{'right': False, 'center': False, 'left': True}",images/img155.jpg,images/img151.jpg,images/img156.jpg,1,"{'right': False, 'center': False, 'left': True}",images/img154.jpg,images/img152.jpg,images/img153.jpg,2018-02-09 12:32:48.816139
"{'right': False, 'center': False, 'left': False}",images/img161.jpg,images/img157.jpg,images/img162.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img160.jpg,images/img158.jpg,images/img159.jpg,2018-02-09 12:32:49.544798
"{'right': False, 'center': False, 'left': False}",images/img167.jpg,images/img163.jpg,images/img168.jpg,0,"{'right': False, 'center': False, 'left': True}",images/img166.jpg,images/img164.jpg,images/img165.jpg,2018-02-09 12:32:50.254658
"{'right': False, 'center': False, 'left': False}",images/img173.jpg,images/img169.jpg,images/img174.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img172.jpg,images/img170.jpg,images/img171.jpg,2018-02-09 12:32:50.854115
"{'right': False, 'center': False, 'left': False}",images/img179.jpg,images/img175.jpg,images/img180.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img178.jpg,images/img176.jpg,images/img177.jpg,2018-02-09 12:32:51.421649
"{'right': False, 'center': False, 'left': False}",images/img185.jpg,images/img181.jpg,images/img186.jpg,0,"{'right': False, 'center': False, 'left': False}",images/img184.jpg,images/img182.jpg,images/img183.jpg,2018-02-09 12:32:52.179361
"{'right': False, 'center': False, 'left': False}",images/img191.jpg,images/img187.jpg,images/img192.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img190.jpg,images/img188.jpg,images/img189.jpg,2018-02-09 12:32:52.897528
"{'right': False, 'center': False, 'left': False}",images/img197.jpg,images/img193.jpg,images/img198.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img196.jpg,images/img194.jpg,images/img195.jpg,2018-02-09 12:32:53.981238
"{'right': False, 'center': False, 'left': False}",images/img203.jpg,images/img199.jpg,images/img204.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img202.jpg,images/img200.jpg,images/img201.jpg,2018-02-09 12:32:54.556350
"{'right': False, 'center': False, 'left': False}",images/img209.jpg,images/img205.jpg,images/img210.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img208.jpg,images/img206.jpg,images/img207.jpg,2018-02-09 12:32:55.199039
"{'right': False, 'center': False, 'left': False}",images/img215.jpg,images/img211.jpg,images/img216.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img214.jpg,images/img212.jpg,images/img213.jpg,2018-02-09 12:32:55.794643
"{'right': False, 'center': False, 'left': False}",images/img221.jpg,images/img217.jpg,images/img222.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img220.jpg,images/img218.jpg,images/img219.jpg,2018-02-09 12:32:56.493624
"{'right': False, 'center': False, 'left': False}",images/img227.jpg,images/img223.jpg,images/img228.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img226.jpg,images/img224.jpg,images/img225.jpg,2018-02-09 12:32:56.979761
"{'right': False, 'center': False, 'left': False}",images/img233.jpg,images/img229.jpg,images/img234.jpg,2,"{'right': False, 'center': False, 'left': False}",images/img232.jpg,images/img230.jpg,images/img231.jpg,2018-02-09 12:32:57.623323
"{'right': False, 'center': False, 'left': False}",images/img239.jpg,images/img235.jpg,images/img240.jpg,1,"{'right': False, 'center': False, 'left': False}",images/img238.jpg,images/img236.jpg,images/img237.jpg,2018-02-09 12:32:58.255651
