state0_sensors,state0_camera_c,action,time
"{'right': False, 'center': False, 'left': False}",images/img22.jpg,0,2018-03-09 11:23:10.251253
"{'right': False, 'center': False, 'left': False}",images/img23.jpg,0,2018-03-09 11:23:26.930168
"{'right': False, 'center': False, 'left': False}",images/img24.jpg,0,2018-03-09 11:23:27.673195
"{'right': False, 'center': False, 'left': False}",images/img25.jpg,0,2018-03-09 11:23:28.499457
"{'right': False, 'center': False, 'left': False}",images/img26.jpg,0,2018-03-09 11:23:29.228774
"{'right': False, 'center': False, 'left': False}",images/img27.jpg,0,2018-03-09 11:23:30.119825
"{'right': False, 'center': False, 'left': False}",images/img28.jpg,0,2018-03-09 11:23:32.924917
"{'right': False, 'center': False, 'left': False}",images/img29.jpg,0,2018-03-09 11:23:33.833967
"{'right': False, 'center': False, 'left': False}",images/img30.jpg,0,2018-03-09 11:23:34.932857
"{'right': False, 'center': False, 'left': False}",images/img31.jpg,0,2018-03-09 11:23:35.838203
"{'right': False, 'center': False, 'left': False}",images/img32.jpg,0,2018-03-09 11:23:37.239751
"{'right': False, 'center': False, 'left': False}",images/img33.jpg,0,2018-03-09 11:23:58.413681
"{'right': False, 'center': False, 'left': False}",images/img34.jpg,0,2018-03-09 11:24:01.706653
"{'right': False, 'center': False, 'left': False}",images/img35.jpg,0,2018-03-09 11:24:06.626448
"{'right': False, 'center': False, 'left': False}",images/img36.jpg,0,2018-03-09 11:24:19.283904
"{'right': False, 'center': False, 'left': False}",images/img37.jpg,0,2018-03-09 11:24:23.998216
"{'right': False, 'center': False, 'left': False}",images/img38.jpg,0,2018-03-09 11:24:40.025738
"{'right': False, 'center': False, 'left': False}",images/img39.jpg,0,2018-03-09 11:24:43.654860
"{'right': False, 'center': False, 'left': False}",images/img40.jpg,0,2018-03-09 11:25:13.234858
"{'right': False, 'center': False, 'left': False}",images/img41.jpg,0,2018-03-09 11:25:19.557078
"{'right': False, 'center': False, 'left': False}",images/img42.jpg,0,2018-03-09 11:25:30.126426
"{'right': False, 'center': False, 'left': False}",images/img43.jpg,0,2018-03-09 11:25:44.914913
"{'right': False, 'center': False, 'left': False}",images/img44.jpg,0,2018-03-09 11:25:46.010793
"{'right': False, 'center': False, 'left': False}",images/img45.jpg,0,2018-03-09 11:25:47.568201
"{'right': False, 'center': False, 'left': False}",images/img46.jpg,0,2018-03-09 11:25:49.266995
"{'right': False, 'center': False, 'left': False}",images/img47.jpg,0,2018-03-09 11:25:50.297224
"{'right': False, 'center': False, 'left': False}",images/img48.jpg,0,2018-03-09 11:26:11.636592
"{'right': False, 'center': False, 'left': False}",images/img49.jpg,0,2018-03-09 11:26:13.048959
"{'right': False, 'center': False, 'left': False}",images/img50.jpg,0,2018-03-09 11:26:14.402260
"{'right': False, 'center': False, 'left': False}",images/img51.jpg,0,2018-03-09 11:26:16.740298
"{'right': False, 'center': False, 'left': False}",images/img52.jpg,0,2018-03-09 11:26:18.065971
"{'right': False, 'center': False, 'left': False}",images/img53.jpg,0,2018-03-09 11:26:20.022970
"{'right': False, 'center': False, 'left': False}",images/img54.jpg,0,2018-03-09 11:26:59.224851
"{'right': False, 'center': False, 'left': False}",images/img55.jpg,0,2018-03-09 11:27:18.617515
"{'right': False, 'center': False, 'left': False}",images/img56.jpg,0,2018-03-09 11:27:26.739243
"{'right': False, 'center': False, 'left': False}",images/img57.jpg,0,2018-03-09 11:27:58.472869
"{'right': False, 'center': False, 'left': False}",images/img58.jpg,0,2018-03-09 11:28:05.945638
"{'right': False, 'center': False, 'left': False}",images/img59.jpg,0,2018-03-09 11:28:21.845062
"{'right': False, 'center': False, 'left': False}",images/img60.jpg,1,2018-03-09 11:28:23.374535
"{'right': False, 'center': False, 'left': False}",images/img61.jpg,0,2018-03-09 11:28:45.636719
"{'right': False, 'center': False, 'left': False}",images/img62.jpg,0,2018-03-09 11:28:52.824912
"{'right': False, 'center': False, 'left': False}",images/img63.jpg,0,2018-03-09 11:28:58.919523
"{'right': False, 'center': False, 'left': False}",images/img64.jpg,0,2018-03-09 11:29:01.135635
"{'right': False, 'center': False, 'left': False}",images/img65.jpg,0,2018-03-09 11:29:02.385684
"{'right': False, 'center': False, 'left': False}",images/img66.jpg,0,2018-03-09 11:29:07.022191
